id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
191323,Rental unit in Florence · ★4.64 · 1 bedroom · 2 beds · 1 bath,914650,Thomas,,Centro Storico,43.77178,11.26133,Entire home/apt,140,4,74,2023-09-30,0.50,2,281,1,
429670,Rental unit in Florence · 2 bedrooms · 3 beds · 1 bath,1269265,Lorenzo,,Centro Storico,43.77109,11.25798,Entire home/apt,286,2,2,2023-11-18,0.02,4,89,1,048017LTN1135
193675,Rental unit in Florence · ★4.25 · 1 bedroom · 1 bed · 1 bath,939139,Monica,,Centro Storico,43.76778,11.24119,Entire home/apt,104,2,103,2023-09-29,0.69,1,227,17,
430349,Rental unit in Florence · ★4.70 · 2 bedrooms · 3 beds · 1 bath,2102208,Marie-Claire,,Centro Storico,43.77851,11.25196,Entire home/apt,104,2,122,2023-10-23,0.87,1,358,19,
197711,Condo in Florence · ★4.83 · 1 bedroom · 2 beds · 1.5 baths,294068,Cheti,,Centro Storico,43.77249,11.26121,Entire home/apt,144,2,97,2023-10-20,1.06,1,363,11,
444641,Rental unit in Florence · ★4.59 · 1 bedroom · 2 beds · 1 bath,2209493,Pierpaolo,,Centro Storico,43.76804,11.25172,Entire home/apt,103,2,139,2023-09-20,0.99,1,212,20,048017LTN0402
201931,Rental unit in Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,988127,Paolo,,Rifredi,43.78437938421835,11.253579331814272,Entire home/apt,181,2,60,2023-05-19,0.43,2,162,3,201931
205228,Bed and breakfast in Florence · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,1008798,Massimo,,Centro Storico,43.77987,11.24381,Hotel room,50,2,59,2023-12-04,0.42,4,354,42,
445904,Rental unit in Florence · ★4.87 · 1 bedroom · 4 beds · 1 bath,2214514,Caterina,,Centro Storico,43.77032,11.26547,Entire home/apt,90,2,305,2023-11-23,2.18,1,114,40,
209838,Loft in Florence · ★4.60 · 1 bedroom · 2 beds · 1 bath,1034057,Tommaso&Eleonora,,Centro Storico,43.77318,11.24431,Entire home/apt,103,2,382,2023-11-27,2.63,2,344,47,048017LTN2904
450734,Rental unit in Florence · ★4.72 · 1 bedroom · 1 bed · 1 private bath,1091607,Daniele & Clara,,Centro Storico,43.7695,11.24082,Private room,67,2,508,2023-12-03,3.59,10,12,34,
212107,Rental unit in Florence · ★4.60 · 1 bedroom · 4 beds · 2 shared baths,705513,Giovanpaolo,,Centro Storico,43.76499,11.25764,Private room,69,3,10,2023-08-14,0.10,6,57,8,048017LTI5454
456996,Bed and breakfast in Florence · 1 bedroom · 1 bed · 1 bath,2272298,Alessandra,,Campo di Marte,43.77961,11.27975,Private room,99,3,1,2022-10-11,0.07,4,244,0,
457154,Rental unit in Florence · ★4.70 · 1 bedroom · 1 bed · 1 private bath,1091607,Daniele & Clara,,Centro Storico,43.76936,11.24082,Private room,67,2,446,2023-11-06,3.17,10,12,29,
531876,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,1871340,Stefano,,Centro Storico,43.76792,11.24975,Entire home/apt,,4,171,2023-11-30,1.23,1,0,38,
463877,Bed and breakfast in Florence · 1 bedroom · 2 beds · 1 bath,2272298,Alessandra,,Campo di Marte,43.77954,11.27986,Private room,124,2,1,2022-09-23,0.07,4,244,0,
463942,Bed and breakfast in Florence · ★4.70 · 1 bedroom · 1 bed · 1 bath,2272298,Alessandra,,Campo di Marte,43.78144,11.28003,Private room,80,3,10,2023-09-08,0.09,4,243,1,
463966,Home in Florence · ★4.97 · 3 bedrooms · 5 beds · 3 baths,2272298,Alessandra,,Campo di Marte,43.77976,11.2801,Entire home/apt,220,7,35,2023-11-27,0.29,4,242,7,
531903,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,2377476,Clara E Carlo,,Gavinana Galluzzo,43.75237,11.23798,Entire home/apt,95,15,0,,,12,118,0,
464111,Condo in Florence · ★4.40 · 1 bedroom · 1 bed · 1 bath,2293087,Alessandro,,Centro Storico,43.77179718017578,11.263771057128906,Entire home/apt,76,3,167,2023-11-04,1.19,1,336,22,
540731,Rental unit in Florence · ★4.77 · 1 bedroom · 2 beds · 1 bath,2658126,Renata,,Centro Storico,43.77318,11.25748,Entire home/apt,200,2,572,2023-11-27,4.19,1,232,54,
546005,Rental unit in Florence · ★4.75 · 1 bedroom · 2 beds · 1 bath,2684434,Yoko And Lorenzo,,Centro Storico,43.76655,11.2531,Entire home/apt,72,5,112,2023-10-26,0.81,1,61,1,
547531,Bed and breakfast in Florence · ★4.60 · 1 bedroom · 1 bed · 1 private bath,2690055,Carmine,,Centro Storico,43.77604,11.25313,Private room,195,1,259,2020-02-02,1.86,5,189,0,
550130,Rental unit in Florence · ★4.14 · 1 bedroom · 1 bed · 1 bath,2703692,Riccardo,,Centro Storico,43.76944,11.25912,Entire home/apt,66,1,44,2023-10-23,0.32,6,344,5,
469515,Rental unit in Florence · ★4.69 · 2 bedrooms · 3 beds · 2 baths,2329953,Giulia,,Centro Storico,43.77023,11.26429,Entire home/apt,120,1,245,2023-09-24,1.74,1,27,19,048017CAV0321
552838,Rental unit in Florence · ★4.76 · 1 bedroom · 1 bed · 1 bath,2712079,Claudio,,Isolotto Legnaia,43.77412,11.22964,Entire home/apt,65,90,57,2023-10-01,0.42,1,162,2,048017LTN0427
471267,Rental unit in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,96905,Elisabetta And Claudia,,Centro Storico,43.78066,11.25774,Entire home/apt,92,3,126,2023-11-01,0.96,3,314,17,
556164,Boutique hotel in Florence · 1 bedroom · 3 beds · 1 private bath,2735154,Lorenzo,,Gavinana Galluzzo,43.74434,11.21535,Hotel room,252,1,1,2017-10-01,0.01,5,361,0,
472854,Rental unit in Florence · ★4.62 · 3 bedrooms · 5 beds · 2 baths,616226,Christina,,Centro Storico,43.76797,11.2673,Entire home/apt,315,3,180,2023-11-01,1.32,2,255,8,
559019,Rental unit in Florence · ★4.73 · 1 bedroom · 3 beds · 1 bath,16825677,Rodolfo,,Centro Storico,43.76601,11.24161,Entire home/apt,110,3,38,2023-09-30,0.28,1,199,6,
475973,Condo in Florence · ★4.85 · 1 bedroom · 5 beds · 1 bath,2358649,Francesca E Bruno,,Rifredi,43.80501,11.23859,Entire home/apt,77,1,195,2023-11-01,1.39,2,278,49,
479657,Serviced apartment in Florence · ★4.85 · 1 bedroom · 2 beds · 1 bath,2272750,Francesca,,Centro Storico,43.77426,11.25699,Entire home/apt,300,2,20,2023-05-19,0.14,5,364,1,
485541,Rental unit in Florence · ★4.69 · 1 bedroom · 2 beds · 1 bath,2403819,Francesco,,Centro Storico,43.78005,11.23944,Entire home/apt,59,2,385,2023-11-05,2.74,3,344,52,
488425,Condo in Florence · ★4.54 · 3 bedrooms · 3 beds · 3 baths,2416972,Leonardo,,Centro Storico,43.78608322143555,11.226951599121094,Entire home/apt,100,2,13,2019-04-13,0.09,1,222,0,
491105,Rental unit in Florence · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,2427585,Sara,,Campo di Marte,43.79273,11.27445,Private room,79,3,26,2023-09-29,0.39,3,351,6,
491135,Rental unit in Florence · ★4.90 · 1 bedroom · 1 bed · 1 private bath,2427914,Donatella,,Centro Storico,43.771820068359375,11.259679794311523,Private room,78,2,511,2023-12-11,3.65,1,82,81,
559330,Rental unit in Florence · ★4.30 · 1 bedroom · 1 bed · 1 bath,2703692,Riccardo,,Centro Storico,43.76921,11.25922,Entire home/apt,99,1,125,2023-06-02,0.91,6,311,6,
567086,Rental unit in Florence · ★4.50 · 1 bedroom · 1 bed · 1 bath,2703692,Riccardo,,Centro Storico,43.76887,11.25772,Entire home/apt,105,1,122,2023-10-28,0.89,6,264,10,
494454,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,369018,Guido,,Centro Storico,43.7656,11.24738,Entire home/apt,75,1,1,2017-01-02,0.01,2,231,0,
567087,Rental unit in Florence · ★4.06 · 1 bedroom · 1 bed · 1 bath,2703692,Riccardo,,Centro Storico,43.76934,11.25833,Entire home/apt,96,1,51,2022-08-21,0.40,6,309,0,
574603,Condo in Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,2827261,Maurizio,,Centro Storico,43.76781,11.24412,Entire home/apt,75,3,574,2023-12-17,4.12,1,128,62,
497538,Rental unit in Florence · ★4.70 · 1 bedroom · 1 bed · 1 bath,2456439,Andrea,,Centro Storico,43.7684,11.24701,Entire home/apt,85,3,110,2023-11-03,0.79,1,74,38,
577350,Guest suite in Florence · ★4.89 · 1 bedroom · 1 bed · 1 private bath,2839378,Claudio,,Centro Storico,43.77523,11.25625,Private room,46,2,571,2023-12-15,4.16,1,0,55,
500709,Rental unit in Florence · ★4.74 · 1 bedroom · 2 beds · 1 bath,2470519,Andrea,,Centro Storico,43.78455,11.23301,Entire home/apt,93,4,110,2023-10-23,0.79,2,122,29,
579838,Rental unit in Florence · ★4.69 · 1 bedroom · 2 beds · 1 bath,2852226,Paola,,Centro Storico,43.7704,11.26296,Entire home/apt,109,2,384,2023-09-10,2.76,8,132,5,
584756,Rental unit in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,2793193,Pierantonio,,Centro Storico,43.76356,11.24366,Entire home/apt,200,5,140,2023-10-16,1.01,1,363,6,
501537,Rental unit in Florence · ★5.0 · 1 bedroom · 4 beds · 1 bath,1519484,Paola,,Centro Storico,43.77398,11.2451,Entire home/apt,128,5,43,2023-09-14,0.34,1,264,8,048017LTN5719
503147,Bed and breakfast in Florence · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,1008798,Massimo,,Centro Storico,43.77937,11.24602,Hotel room,41,2,54,2023-12-07,0.44,4,316,29,
585780,Rental unit in Florence · ★4.83 · 1 bedroom · 1 bed · 1 bath,2888174,Lucrezia,,Centro Storico,43.76659,11.24675,Entire home/apt,90,4,213,2023-10-06,1.53,1,168,15,
504372,Rental unit in Florence · ★4.58 · 1 bedroom · 1 bed · 1 bath,2383090,Maia,,Centro Storico,43.76385,11.23997,Entire home/apt,150,3,55,2023-10-16,0.41,1,0,10,
587379,Home in Florence · ★4.61 · 1 bedroom · 1 bed · 1 bath,2896639,Cristy,,Campo di Marte,43.77758,11.28696,Entire home/apt,151,7,195,2023-07-02,1.54,1,226,2,
505141,Home in Florence · ★4.75 · 1 bedroom · 2 beds · 1 bath,1645859,David,,Centro Storico,43.76619,11.24702,Entire home/apt,100,2,463,2023-12-18,3.31,27,351,29,
521618,Rental unit in Florence · ★4.72 · 1 bedroom · 3 beds · 1 bath,2428104,Elena,,Centro Storico,43.76578,11.24858,Entire home/apt,100,28,106,2017-10-09,0.79,1,227,0,
523048,Rental unit in Florence · 1 bedroom · 2 beds · 1 bath,2377476,Clara E Carlo,,Centro Storico,43.75932,11.24215,Entire home/apt,141,3,0,,,12,358,0,
523095,Rental unit in Florence · ★4.63 · 1 bedroom · 1 bed · 1 bath,2377476,Clara E Carlo,,Centro Storico,43.75865,11.2429,Entire home/apt,105,2,8,2023-06-15,0.10,12,364,3,
523221,Rental unit in Florence · 2 bedrooms · 3 beds · 1 bath,2377476,Clara E Carlo,,Gavinana Galluzzo,43.73593,11.24707,Entire home/apt,110,5,0,,,12,121,0,
588021,Rental unit in Florence · ★4.83 · 1 bedroom · 1 bed · 1 private bath,2900771,Stefano,,Centro Storico,43.77168,11.25272,Private room,109,1,667,2023-12-10,4.87,1,354,53,…..
591218,Condo in Florence · ★4.42 · 1 bedroom · 1 bed · 1 bath,2917596,Daniele,,Isolotto Legnaia,43.77607,11.21127,Entire home/apt,48,2,42,2023-11-19,0.31,1,0,12,
610985,Rental unit in Florence · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,3029201,Cristina,,Centro Storico,43.77911,11.26376,Entire home/apt,113,3,216,2023-11-11,1.58,1,352,28,
524676,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,2579641,Guglielmo,,Centro Storico,43.7678,11.25149,Entire home/apt,80,2,369,2023-10-25,2.64,3,257,34,
611294,Rental unit in Florence · ★4.73 · 2 bedrooms · 8 beds · 2 baths,3031300,Novella House,,Centro Storico,43.77278,11.24895,Entire home/apt,188,1,291,2023-12-04,2.11,15,39,70,
526143,Loft in Florence · ★4.88 · 1 bedroom · 1 bed · 1 bath,2586470,Claudio,,Centro Storico,43.77441,11.24667,Entire home/apt,57,15,72,2023-12-15,0.52,1,260,13,
526412,Rental unit in Florence · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,2587410,Nina,,Gavinana Galluzzo,43.76285,11.2785,Private room,30,30,26,2019-04-06,0.19,1,87,0,
614736,Rental unit in Florence · ★4.71 · 1 bedroom · 1 bed · 1 bath,3048564,Kora,,Centro Storico,43.76905,11.25968,Entire home/apt,128,1,116,2023-11-27,0.84,1,204,18,
527603,Loft in Florence · ★4.84 · 1 bedroom · 1 bed · 1 bath,2583814,Elena,,Centro Storico,43.77079,11.25723,Entire home/apt,99,2,81,2023-11-02,0.58,1,337,15,CIR: 048017LTN11644
614820,Rental unit in Florence · ★4.92 · 1 bedroom · 2 beds · 1 bath,2403819,Francesco,,Centro Storico,43.77924,11.2399,Entire home/apt,56,2,322,2023-12-17,4.60,3,331,88,
619625,Rental unit in Florence · ★4.83 · 6 bedrooms · 2 beds · 1 bath,3070629,Guido,,Centro Storico,43.76956,11.25967,Entire home/apt,,3,563,2022-01-30,4.06,7,0,0,
863369,Rental unit in Florence · ★4.83 · 2 bedrooms · 3 beds · 1 bath,4527797,David,,Campo di Marte,43.76989,11.27657,Entire home/apt,137,3,261,2023-11-14,2.01,1,358,38,
868045,Home in Florence · ★4.81 · 1 bedroom · 2 beds · 1 bath,3358452,Modestino,,Centro Storico,43.76598,11.24532,Entire home/apt,250,2,182,2023-08-09,1.42,13,346,10,
620555,Rental unit in Florence · ★4.93 · 3 bedrooms · 4 beds · 2 baths,3074234,Sonia,,Centro Storico,43.76713,11.23977,Entire home/apt,131,2,309,2023-12-10,2.27,1,181,33,048017LTN2055
872780,Condo in Florence · ★4.91 · 1 bedroom · 5 beds · 1 bath,4605211,Mariangela,,Centro Storico,43.77482,11.25249,Entire home/apt,175,3,82,2023-11-28,0.63,11,291,16,048017LTN1633
621276,Rental unit in Florence · ★4.90 · 2 bedrooms · 3 beds · 1 bath,3070629,Guido,,Centro Storico,43.76933,11.25114,Entire home/apt,333,3,458,2022-07-16,3.38,7,292,0,
626595,Rental unit in Florence · ★4.21 · 3 bedrooms · 3 beds · 1 bath,2768656,Maria Laura,,Centro Storico,43.77614,11.25359,Entire home/apt,110,3,223,2023-11-05,1.61,1,0,32,
878671,Rental unit in Florence · ★4.58 · 1 bedroom · 2 beds · 1 bath,4643595,Barbara,,Centro Storico,43.76838,11.25425,Entire home/apt,91,2,302,2023-11-01,2.31,1,269,41,
627198,Townhouse in Florence · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,1026276,Lorenzo,,Campo di Marte,43.76841,11.29708,Private room,,15,4,2019-05-18,0.03,1,0,0,
881322,Rental unit in Florence · ★4.94 · 1 bedroom · 2 beds · 1 bath,4605211,Mariangela,,Centro Storico,43.77482,11.25249,Entire home/apt,160,3,114,2023-12-11,0.89,11,0,30,048017LTN1631
881366,Rental unit in Florence · ★4.91 · 3 bedrooms · 3 beds · 3.5 baths,4605211,Mariangela,,Centro Storico,43.77316,11.26546,Entire home/apt,450,4,36,2023-10-01,0.28,11,170,13,048017LTI7408
628637,Condo in Florence · ★4.86 · 1 bedroom · 4 beds · 1 bath,3122763,Stella,,Centro Storico,43.7676,11.25214,Entire home/apt,75,3,74,2023-11-17,0.55,1,188,22,
645536,Rental unit in Florence · ★4.66 · 1 bedroom · 1 bed · 1 bath,3232907,Francesca,,Centro Storico,43.76674,11.25346,Entire home/apt,50,15,109,2023-07-31,1.60,1,88,5,
883516,Condo in Florence · ★4.47 · 1 bedroom · 2 beds · 1 bath,4677306,Marialaura,,Centro Storico,43.78324635240872,11.243296469771444,Entire home/apt,81,2,124,2023-11-12,0.97,6,75,6,048017AFR2075
650061,Rental unit in Florence · ★4.55 · 2 bedrooms · 4 beds · 1 bath,3264356,Mauro,,Rifredi,43.79079,11.24374,Entire home/apt,,3,29,2018-10-15,0.23,1,0,0,
884196,Rental unit in Florence · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,4595874,Alessandra,,Centro Storico,43.76934,11.26008,Private room,47,300,60,2018-06-27,0.48,2,108,0,
650750,Guest suite in Florence · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,96905,Elisabetta And Claudia,,Centro Storico,43.77941,11.25728,Private room,88,3,454,2023-10-27,3.46,3,337,32,
659622,Rental unit in Florence · ★4.54 · 1 bedroom · 1 bed · 1 bath,2521692,Lorenza,,Centro Storico,43.77926,11.25767,Entire home/apt,62,2,97,2023-10-22,0.73,1,203,9,
886453,Rental unit in Florence · ★4.71 · 4 bedrooms · 7 beds · 2 baths,4699530,Chiara,,Centro Storico,43.76944,11.2552,Entire home/apt,400,2,108,2023-12-10,0.86,2,120,12,
661521,Rental unit in Florence · ★4.91 · 2 bedrooms · 3 beds · 2 baths,1631849,Alessandro,,Centro Storico,43.770243184337794,11.25558623176342,Entire home/apt,241,3,448,2023-11-06,3.27,4,252,47,048017LTN4232
887857,Home in Florence · ★4.91 · 1 bedroom · 1 bed · 1 private bath,4708510,Marco & Cristiana,,Centro Storico,43.77467,11.24327,Private room,80,3,337,2023-11-30,2.59,2,0,49,
664772,Condo in Florence · ★4.56 · 1 bedroom · 1 bed · 1 bath,3358452,Modestino,,Centro Storico,43.7684,11.24625,Entire home/apt,50,2,601,2023-12-02,4.39,13,0,69,
667020,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,3374012,Giovanni E Claudia,,Rifredi,43.79349,11.23959,Entire home/apt,80,3,99,2023-08-10,0.72,1,16,5,
889153,Rental unit in Florence · ★4.88 · 1 bedroom · 2 beds · 1 bath,783830,Niccolò,,Centro Storico,43.76927,11.26327,Entire home/apt,112,2,302,2023-08-14,2.34,1,31,1,048017LTN4446
667172,Rental unit in Florence · ★4.33 · 1 bedroom · 4 beds · 1 bath,1372461,Daniele,,Centro Storico,43.77959,11.24432,Entire home/apt,350,2,6,2018-03-12,0.05,4,331,0,
890248,Rental unit in Florence · ★4.73 · 1 bedroom · 1 bed · 1 bath,3456493,Alessandro,,Centro Storico,43.77175,11.25006,Entire home/apt,110,15,89,2023-07-16,0.70,1,305,2,
667250,Rental unit in Florence · ★4.37 · 1 bedroom · 2 beds · 1 bath,1372461,Daniele,,Centro Storico,43.77961,11.24435,Entire home/apt,225,2,28,2022-10-07,0.25,4,365,0,
891034,Home in Florence · ★4.92 · 1 bedroom · 1 bed · 1 private bath,4708510,Marco & Cristiana,,Centro Storico,43.77429,11.24503,Private room,80,3,406,2023-11-13,3.25,2,152,59,
668871,Rental unit in Florence · ★4.81 · 1 bedroom · 4 beds · 1 bath,2203863,Marina,,Centro Storico,43.76997,11.26573,Entire home/apt,,5,21,2019-10-14,0.17,1,0,0,
891941,Rental unit in Florence · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,4301336,Viola E Luca,,Campo di Marte,43.78904,11.270809,Private room,44,3,98,2023-12-07,0.76,1,68,25,
892983,Rental unit in Florence · ★4.74 · 1 bedroom · 3 beds · 1 bath,4748917,Vanna,,Centro Storico,43.76231,11.24135,Entire home/apt,80,3,39,2016-09-25,0.30,1,279,0,
672264,Rental unit in Florence · ★4.56 · Studio · 3 beds · 1 bath,3409230,Daniela,,Centro Storico,43.77398,11.26274,Entire home/apt,,2,54,2019-06-11,0.42,1,0,0,
894632,Rental unit in Florence · ★4.85 · 2 bedrooms · 2 beds · 1 bath,4762767,Fabrizio,,Centro Storico,43.76953,11.26031,Entire home/apt,140,3,60,2023-08-06,0.48,2,356,9,
673933,Condo in Florence · ★4.78 · 1 bedroom · 1 bed · 1 bath,488317,Diana,,Centro Storico,43.76918,11.26233,Entire home/apt,122,1,64,2023-11-27,0.47,40,279,28,048017LTN3200
674971,Home in Florence · ★4.69 · 5 bedrooms · 6 beds · 4.5 baths,3428494,Ginevra,,Gavinana Galluzzo,43.75589,11.27877,Entire home/apt,1400,3,45,2023-08-29,0.34,4,98,4,048017CAV0516
901332,Condo in Florence · ★4.88 · 1 bedroom · 3 beds · 1 bath,4815320,Laura,,Isolotto Legnaia,43.77049,11.2343,Entire home/apt,141,3,173,2023-10-17,1.33,2,235,12,
901910,Rental unit in Florence · ★4.78 · 2 bedrooms · 6 beds · 2 baths,4818396,Cristiana,,Centro Storico,43.76798,11.25907,Entire home/apt,184,3,167,2023-12-18,1.61,1,281,17,
676837,Condo in Florence · ★4.53 · 1 bedroom · 2 beds · 1 bath,1269265,Lorenzo,,Centro Storico,43.77109,11.25798,Entire home/apt,152,2,17,2023-10-10,0.13,4,87,5,048017LTN1135
677061,Condo in Florence · ★4.83 · 1 bedroom · 1 bed · 1 private bath,1811165,Antonella,,Campo di Marte,43.77983,11.27823,Private room,66,7,6,2023-10-16,0.06,1,222,2,
904616,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 1 private bath,4839217,Cristina,,Campo di Marte,43.78565,11.27199,Private room,131,15,3,2023-06-10,0.03,3,58,1,
904695,Condo in Florence · ★4.77 · 1 bedroom · 1 bed · Half-bath,4839597,Paolo,,Centro Storico,43.77334,11.2638,Entire home/apt,70,5,213,2023-08-09,1.63,1,0,20,
677883,Rental unit in Province of Florence · ★4.86 · 1 bedroom · 2 beds · 1 bath,140404897,Viola,,Campo di Marte,43.79263,11.29147,Entire home/apt,80,3,154,2023-11-07,1.13,1,35,19,
909519,Home in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,4878739,Cristina&Gianni,,Campo di Marte,43.78949,11.27071,Entire home/apt,50,30,352,2020-02-24,2.68,2,0,0,
679308,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,2170562,Carla,,Centro Storico,43.78349,11.2414,Entire home/apt,120,3,0,,,1,292,0,
909920,Loft in Florence · ★4.72 · 1 bedroom · 1 bed · 1 bath,4879948,Marianna,,Centro Storico,43.77407,11.25794,Entire home/apt,220,7,57,2023-07-16,0.43,4,89,3,048017LTN11230
910167,Rental unit in Florence · ★4.69 · 1 bedroom · 1 bed · 1 bath,4881769,Michele,,Centro Storico,43.77309,11.26996,Entire home/apt,95,3,193,2022-08-07,1.48,1,44,0,
691794,Rental unit in Florence · ★4.86 · 1 bedroom · 1 bed · 1 bath,3536905,Alessandra E Francesco,,Centro Storico,43.76562,11.24831,Entire home/apt,93,3,298,2020-01-09,2.19,1,2,0,
912119,Bed and breakfast in Florence · ★4.46 · 1 bedroom · 1 bed · 1 private bath,4892099,Cristina,,Gavinana Galluzzo,43.7631,11.27331,Private room,126,2,35,2023-09-26,0.30,1,365,5,
